Year,Provence,Region,locality_no,locality,cultivar_no,breeder,cultivar_name,Rep,yield,temp,Yellow,White,Irrigated
2017,GP,short growers,,Bapsfontein,11,Link Seed,LS8542,1,11.25698496,,1,0,1
2017,GP,short growers,,Bapsfontein,11,Link Seed,LS8542,2,10.95497744,,1,0,1
2017,GP,short growers,,Bapsfontein,11,Link Seed,LS8542,3,12.01635789,,1,0,1
2017,FS,short growers,,Bethlehem,11,Link Seed,LS8542,1,11.98697275,,1,0,1
2017,FS,short growers,,Bethlehem,11,Link Seed,LS8542,2,8.100571429,,1,0,1
2017,FS,short growers,,Bethlehem,11,Link Seed,LS8542,3,11.0504905,,1,0,1
2017,NC,short growers,,Douglas,11,Link Seed,LS8542,1,8.69952,,1,0,1
2017,NC,short growers,,Douglas,11,Link Seed,LS8542,2,9.13384,,1,0,1
2017,NC,short growers,,Douglas,11,Link Seed,LS8542,3,10.13259429,,1,0,1
2017,LP,short growers,,Grootpan,11,Link Seed,LS8542,1,14.67349451,,1,0,1
2017,LP,short growers,,Grootpan,11,Link Seed,LS8542,2,12.82584615,,1,0,1
2017,LP,short growers,,Grootpan,11,Link Seed,LS8542,3,13.21318681,,1,0,1
2017,WC,short growers,,Hoogekraal,11,Link Seed,LS8542,1,5.671522763,,1,0,1
2017,WC,short growers,,Hoogekraal,11,Link Seed,LS8542,2,7.725764521,,1,0,1
2017,WC,short growers,,Hoogekraal,11,Link Seed,LS8542,3,9.539717425,,1,0,1
2017,NC,short growers,,Hopetown,11,Link Seed,LS8542,1,14.77894737,,1,0,1
2017,NC,short growers,,Hopetown,11,Link Seed,LS8542,2,13.04571429,,1,0,1
2017,NC,short growers,,Hopetown,11,Link Seed,LS8542,3,9.047218045,,1,0,1
2017,FS,short growers,,Jacobsdal,11,Link Seed,LS8542,1,18.27218045,,1,0,1
2017,FS,short growers,,Jacobsdal,11,Link Seed,LS8542,2,15.66631579,,1,0,1
2017,FS,short growers,,Jacobsdal,11,Link Seed,LS8542,3,19.27804511,,1,0,1
2017,NC,short growers,,Orania,11,Link Seed,LS8542,1,12.03119252,,1,0,1
2017,NC,short growers,,Orania,11,Link Seed,LS8542,2,14.50976042,,1,0,1
2017,NC,short growers,,Orania,11,Link Seed,LS8542,3,15.48749598,,1,0,1
2017,NW,short growers,,Potchefstroom,11,Link Seed,LS8542,1,15.17771284,,1,0,1
2017,NW,short growers,,Potchefstroom,11,Link Seed,LS8542,2,14.57260524,,1,0,1
2017,NW,short growers,,Potchefstroom,11,Link Seed,LS8542,3,13.03267528,,1,0,1
2017,NW,short growers,,Potchfestroom,11,Link Seed,LS8542,1,20.59665451,,1,0,1
2017,NW,short growers,,Potchfestroom,11,Link Seed,LS8542,2,20.25249801,,1,0,1
2017,NW,short growers,,Potchfestroom,11,Link Seed,LS8542,3,16.9910262,,1,0,1
2017,NW,short growers,,Potchfestroom,11,Link Seed,LS8542,1,11.72,,1,0,1
2017,NW,short growers,,Potchfestroom,11,Link Seed,LS8542,2,16.3,,1,0,1
2017,NW,short growers,,Potchfestroom,11,Link Seed,LS8542,3,16.3,,1,0,1
2017,NW,short growers,,Potchfestroom,11,Link Seed,LS8542,1,10.21805714,,1,0,1
2017,NW,short growers,,Potchfestroom,11,Link Seed,LS8542,2,9.936457143,,1,0,1
2017,NW,short growers,,Potchfestroom,11,Link Seed,LS8542,3,10.07725714,,1,0,1
2017,NC,short growers,,Prieska,11,Link Seed,LS8542,1,16.35769524,,1,0,1
2017,NC,short growers,,Prieska,11,Link Seed,LS8542,2,14.87668952,,1,0,1
2017,NC,short growers,,Prieska,11,Link Seed,LS8542,3,18.77432381,,1,0,1
2017,NW,short growers,,Swartruggens,11,Link Seed,LS8542,1,8.850102857,,1,0,1
2017,NW,short growers,,Swartruggens,11,Link Seed,LS8542,2,9.698742857,,1,0,1
