Year,Provence,Region,locality_no,locality,cultivar_no,breeder,cultivar_name,Rep,yield,temp,Yellow,White,Irrigated
2013,FS,west,,Bothaville,1,Monsanto,DKC80-40BR,2,2.693602694,,1,0,0
2013,FS,west,,Bothaville,1,Monsanto,DKC80-40BR,1,4.552595872,,1,0,0
2013,FS,west,,Bothaville,1,Monsanto,DKC80-40BR,3,4.507545465,,1,0,0
2013,FS,west,,Bothaville,1,Monsanto,DKC80-40BR,3,4.009249733,,1,0,0
2013,FS,west,,Bothaville,1,Monsanto,DKC80-40BR,2,4.637726718,,1,0,0
2013,FS,west,,Bothaville,1,Monsanto,DKC80-40BR,1,3.58665314,,1,0,0
2013,NW,west,,Coligny,1,Monsanto,DKC80-40BR,3,3.001697313,,1,0,0
2013,NW,west,,Coligny,1,Monsanto,DKC80-40BR,2,3.345403112,,1,0,0
2013,NW,west,,Coligny,1,Monsanto,DKC80-40BR,1,4.720226308,,1,0,0
2013,NW,west,,Delareyville,1,Monsanto,DKC80-40BR,3,1.125685714,,1,0,0
2013,NW,west,,Delareyville,1,Monsanto,DKC80-40BR,1,1.401278947,,1,0,0
2013,NW,west,,Delareyville,1,Monsanto,DKC80-40BR,2,1.960688722,,1,0,0
2013,NW,west,,Gerdau,1,Monsanto,DKC80-40BR,2,3.27588806,,1,0,0
2013,NW,west,,Gerdau,1,Monsanto,DKC80-40BR,1,2.929383153,,1,0,0
2013,NW,west,,Gerdau,1,Monsanto,DKC80-40BR,3,3.952455447,,1,0,0
2013,WC,west,,Hoogekraal,1,Monsanto,DKC80-40BR,1,5.582648289,,1,0,0
2013,WC,west,,Hoogekraal,1,Monsanto,DKC80-40BR,3,5.582648289,,1,0,0
2013,WC,west,,Hoogekraal,1,Monsanto,DKC80-40BR,2,8.505638666,,1,0,0
2013,NW,west,,Kapsteel,1,Monsanto,DKC80-40BR,3,1.923255662,,1,0,0
2013,NW,west,,Kapsteel,1,Monsanto,DKC80-40BR,1,2.384709969,,1,0,0
2013,NW,west,,Kapsteel,1,Monsanto,DKC80-40BR,2,2.371004739,,1,0,0
2013,FS,west,,Koppies,1,Monsanto,DKC80-40BR,3,6.953034222,,1,0,0
2013,FS,west,,Koppies,1,Monsanto,DKC80-40BR,2,8.685946376,,1,0,0
2013,FS,west,,Koppies,1,Monsanto,DKC80-40BR,1,8.894209407,,1,0,0
2013,NW,west,,Leeudoringstad,1,Monsanto,DKC80-40BR,1,5.403252263,,1,0,0
